traj_id,step,state_0,state_1,action_0,action_1,reward,terminal,return_to_go
0,0,-0.005000984797475461,-0.3361254917801788,-0.03508096668167893,0.5685613092538788,0.0,0,0.0
0,1,-0.04008195147915439,0.2324358174737,0.7639856264033207,0.5533083514392481,0.0,0,0.0
0,2,0.7239036749241663,0.7857441689129481,0.5823781027763042,0.9489991749765501,0.0,0,0.0
0,3,1.3062817777004705,1.7347433438894981,-0.6387696435292025,0.2398705451039096,0.0,0,0.0
0,4,0.667512134171268,1.9746138889934077,-0.4090733817330783,0.2580933068265501,0.0,0,0.0
0,5,0.2584387524381897,2.232707195819958,-0.15083699973089026,0.47307798827498604,0.0,0,0.0
0,6,0.10760175270729944,2.7057851840949443,-0.4604567023652686,0.32300096259152467,0.0,0,0.0
0,7,-0.35285494965796915,3.028786146686469,-0.13568870686801926,-0.877690995371972,0.0,0,0.0
0,8,-0.4885436565259884,2.1510951513144967,0.828557761964184,-0.2766721671562593,0.0,0,0.0
0,9,0.34001410543819555,1.8744229841582374,0.14100128109265087,-0.9905110573654905,0.0,0,0.0
0,10,0.4810153865308464,0.8839119267927469,-0.48127425274648306,0.2756891217817705,0.0,0,0.0
0,11,-0.0002588662156366439,1.1596010485745174,-0.7169987273167666,-0.3771404649154646,0.0,0,0.0
0,12,-0.7172575935324033,0.7824605836590528,-0.9550515681178777,0.058109392578136854,0.0,0,0.0
0,13,-1.672309161650281,0.8405699762371897,-0.8454758549639982,-0.6159309181207364,0.0,0,0.0
0,14,-2.5177850166142792,0.22463905811645324,0.9089750003620738,-0.0016047147246376348,0.0,0,0.0
0,15,-1.6088100162522054,0.2230343433918156,-0.9626045251911259,-0.7669950609048859,0.0,0,0.0
0,16,-2.5714145414433314,-0.5439607175130703,-0.19704279813451597,0.22896772523655162,0.0,0,0.0
0,17,-2.7684573395778473,-0.31499299227651867,0.6812460375900646,-0.8102987681955838,0.0,0,0.0
0,18,-2.0872113019877827,-1.1252917604721024,0.650692047201384,0.44506291920680563,0.0,0,0.0
0,19,-1.4365192547863987,-0.6802288412652968,0.17460234349947346,0.06700421827189085,0.0,0,0.0
0,20,-1.2619169112869253,-0.613224622993406,0.39568272401330185,-0.14316758697906184,0.0,0,0.0
0,21,-0.8662341872736234,-0.7563922099724678,-0.6994518664309908,-0.12390493888127785,0.0,0,0.0
0,22,-1.5656860537046142,-0.8802971488537457,-0.12561919698572388,0.7066015461582886,0.0,0,0.0
0,23,-1.691305250690338,-0.17369560269545703,-0.4872347052441104,-0.08981791888780721,0.0,0,0.0
0,24,-2.1785399559344487,-0.26351352158326424,0.010523396804862806,-0.0457746319621859,0.0,0,0.0
0,25,-2.168016559129586,-0.30928815354545014,0.5709559126198684,-0.15812416697324227,0.0,0,0.0
0,26,-1.5970606465097175,-0.4674123205186924,0.35009380304621107,0.8453094524939002,0.0,0,0.0
0,27,-1.2469668434635064,0.3778971319752078,-0.1728993067996274,0.2899998949487297,0.0,0,0.0
0,28,-1.4198661502631338,0.6678970269239375,0.977989436373867,0.42936289193016486,0.0,0,0.0
0,29,-0.44187671388926675,1.0972599188541023,-0.12897029115186975,0.2613084144464124,0.0,1,0.0
1,0,-0.2131874349713807,-0.05433680478684022,-0.6639626264602905,-0.17652228615071808,0.0,0,0.0
1,1,-0.8771500614316712,-0.2308590909375583,0.035956202274273874,-0.03822764889504704,0.0,0,0.0
1,2,-0.8411938591573973,-0.26908673983260534,0.9371450374137815,-0.5027473381404226,0.0,0,0.0
1,3,0.09595117825638422,-0.7718340779730279,-0.17743960592766062,0.018548599425007195,0.0,0,0.0
1,4,-0.0814884276712764,-0.7532854785480207,0.9355345325629181,-0.829917897155378,0.0,0,0.0
1,5,0.8540461048916417,-1.5832033757033988,-0.12939869993782493,-0.15171383006663763,0.0,0,0.0
1,6,0.7246474049538167,-1.7349172057700364,0.6011961563770643,-0.8678966110590736,0.0,0,0.0
1,7,1.325843561330881,-2.60281381682911,-0.2525504425646272,0.6031020941393666,0.0,0,0.0
